id,candidate_id,source_group,source_provenance,source_page_url,original_image_url,width_px,height_px,downloaded_bytes_sha256,decoded_rgb_sha256,dhash_256,reviewed_on,review_method,visual_observation,design_implication
D044,44,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-44.png,803,1200,b5c4769b2e9ceea13cf0e49f1a9f9346d44ea1b1fe07fc36eebcaff3745be09e,560a56580c25cd7e43c55c8b15485330b718349ba71844691f152a81a010369e,56986e5ac572cd6c5fe01fe35d4964f136d936d656da5e6b5a6e5b67167f007e,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Side view shows the arm stem extending from a compact socket rather than an external arm motor.,Keep arm-drive bulk behind the shoulder outline.
D045,45,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-46.png,1200,803,7136d05b6de0a43985917439eb723ae2acf1cc08376f279f2c86f18b5d985019,bdbd4d802a08c1c684dd43f0849c5400739c7c3db55ab396148d6377b6ed7041,8e0e8c3ac4627a427a626c216331e33363c36b967307361d45b965d34c864d99,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Thin shoulder slats sit in front of bright mesh; the slat lengths follow the body contour.,Use the bronze variant's deeper recessed slats while preserving the vertical rhythm.
D046,46,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-45.png,1200,803,733182b27b060d412cba5589ff066856648258327cf326a927b294cfeda5b4b1,0ab8a5913d75de9df9d5bf2815c560d30c8f93923ee4e92c0bdfd8cb0630d342,c27ac46ec0e6e0c9f0c9f1d8d9bc69f4198227e21526858e21dc499c1cec70ec,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"The restorer fits shoulder slats around the full perimeter, including the side.",Continue detail around the robot instead of only across the front.
D047,47,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-47.png,803,1200,c8c29df0ef5a65c4dc3925fcc942e977cc136ed5b81e714831049a5849868259,f536944c72284918a0599bd29f26e902138050e8c7656f6b3ff3740005a54433,6323c36ac8ccc0aee46ef086b60735632223d2a3a4a3e4a3e5a18d27c53fe0f9,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Finished front three-quarter view combines dark balls, vertical shoulder slats and ringed neck.","Use a consistent hierarchy of large silhouette, bands and repeated details."
D048,48,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-48.png,803,1200,09b4f1f2de992f2eb7415f7a94450776c5d2bb44f18d770eb75f5fb0e6deec9e,6a1b19fa7e749dcc8a679edf27a6d4aff8a0ba75be0209f2a23e8b0338e1f451,d1989f991edc96dc9ff01ae032dc21e83bce395c2d5c2d6e2dae2dbe2dfe1ff8,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Finished side view shows four skirt-bump levels and a gently extended front fender.,Retain vertical rows while adapting the fender to a circular plan.
D049,49,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-49.png,803,1200,144826a1eefc07995167bb187c50e5a978fc536a5c6cb2dd95715f32731e67b2,9a2bcf6e028df5c72a38fe57240b47c4501bb7e5ae1aa39c4e98b9dee7225282,2202704270d04cb0cbaa59a219d079e0b0e0b1d193e111a135a534a13427ca0f,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Finished prop beside a person shows the large base supporting a narrower upper body.,Keep the robot visually bottom-heavy and its battery low.
D050,50,restoration,Primary owner/restoration project photographs,https://www.thepropgallery.com/dalek-restoration,https://www.thepropgallery.com/media/wysiwyg/Dalek/TPG-original-dalek-restoration-50.png,803,1200,1e65cae047a4e20a12341c54e4e16cb0cd8ac3ce641f0404d71c9aad28e6e5d8,4bc7099751943afac0fdb119def60ddc58d4a62631fd9566d79c1f6d113d3185,3f971e2700bf209b1b4e8f26962787878ad79ed79ad79ad386d30497868ec1fc,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Low front view shows a continuous black bumper beneath the decorated skirt.,Make the circular bumper continuous in all exterior views.
D051,51,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/on-set-of-dalek.jpg,630,335,72cdb5633d3cf5ab636ae42fb8ef6bff8c4ac71b8dc534d1ff5625c94a420859,71d8b705d4d80064d0f9dabf62da7fd57309e392902349cfdef75ca93e25244c,c9c8c388c589cd51c55bc89bcc9ecf9ecb988f988fb88fb88698c6b8c738c738,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Bronze prop with its writer shows gold shoulder slats, pale eye discs and dark socket balls.","Use contrasting bronze body, gold trim, pale discs and dark pivots."
D052,52,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/e9755428ac1280479933ad2d86f385886cf57e4f.jpg,512,288,a98b0ab40f29bf0965dd28eae57223b5b50e7908d20cf762a2a1a9b87973ddac,f291f4b17e13341f82319e27e1928dce6ab062043e7b8b98ebfaa5009841c3e8,f6e3be573a8de2a0c4e0b1f5b1963186315721176d13e30ff3176b17632f670d,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Workshop bronze prop has a central rectangular chest panel and slats of several lengths.,Add a central panel and alternate slat lengths where body geometry permits.
D053,54,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/doctor-who-dalek-3.jpg,1280,850,48b598e80a31f67d77ebb57cf666283fab52d319b40f8519a4c44abf5c4bea87,a5271079aefd8d4e820260fe26bade8f479b0483d23a7485d6ab5a73ce89821c,bbdc57d867ec636c636453465306538631ce21ce11b673a6638661c629961ad6,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"The bronze prop beside its maker shows thick neck rings, recessed grille and a raised eye cowl.",Give the cowl and neck rings stronger relief than fine surface grooves.
D054,55,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/large.gallery_377_18_40879.jpg.acff0377c125c872046d58e435585d7e.jpg,472,424,a6588810d07ac0436aee51b331d60ad4b7180185d853d56653dbc00b5ed75d81,543a6c936db6b20aed9046da2829f49760a9ab9e40818f12b469be251f5bfdd3,349830e138e3f0e3d063f063b17790b7cec76cf2347a6632671366ab671b660d,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,An unfinished skirt has four hemisphere rows and a large open top.,Keep the bump pattern uniform across lower and upper skirt prints.
D055,56,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/unpainted.jpg,800,677,d8612f47f4402762a90c1415e4203cdd42fd90b25f6e71b625dca792b5b21943,a7d59ce7031e58f88197dce7835cc4965db8aab9271761cbdb0a64806da164b8,fe03fe83fcc3e600e60496008640c300c308c5c18620f8005101798175a1f8e4,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Unpainted bronze-style upper body shows deep recessed shoulder slats over a classic skirt.,Create actual slat relief rather than relying only on paint lines.
D056,57,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/large.gallery_377_18_29585.jpg.d85a4b9d555af3a31577b54337be76f3.jpg,431,700,2937ae2b5c64d3d4438c3392130dacf0c8a91f7eced59ab573bcdf6293aeb996,4f37e2b3f88c00cd345f262bc80dea086743a3344c4154018730b9284219d291,0a521ad09a4b3e46378c379833c32f816ac19bc10aca2aee5ae21be783f6a0ed,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Nearly complete bronze prop uses dark rings around the gold skirt hemispheres.,Add shallow annular bezels at each hemisphere root.
D057,58,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/e733ccdb9836ca3f0a54b81de2a375c4.jpg,736,1106,ccdbe242f042f8db4c624d950a6885417cdc89e631fdea89ff490997ce2f7d20,fbea821a89fc2e509da3d983617b631f453127c0eecb36931d41220b51154313,16feba5aec9c688c5884598c589438cc38cc78c0dcc08ccc9bc543651164db44,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Full bronze prop shows angled clear dome lamps, a layered fender and dark hemisphere rims.",Preserve the lamp angle and broad low bumper hierarchy.
D058,59,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/vlcsnap-57999-2.jpg,692,359,e75625169f09cd62f3217b6a425d816cc362d876dbf6e6d72019c6d08fea6b93,067c5a8a639d74873738654282e5def83c43f02f97241f3fa817aeea84e6a221,c6e0a6f7c6f4e57470542cd4a6f4b36cb8e8b833b78599c57787758fd38b13d7,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Close appendage view shows silver cage rods, a dark pivot ball and slats with two round fasteners.",Hide actuators and use small molded bolt-head details around visible panels.
D059,61,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/large.gallery_377_18_5174.jpg.84e0094989b885d757791ec8aababb4f.jpg,665,1000,725e433eaf95e1ad377b6a0fb7550af98c4ee27da1c619ecdd0c13f2e4fcd31f,003c0a86b63a4574ea020bd37fe38ae0db839de92fb0b9b721ef2773ab776aca,f39fb1f4b1a7712d5c9cf48dfc0f7c4b7c437c677c63fc67bc67d627b6733cf9,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,A technician lifts the bronze dome above the neck while the full shell remains assembled.,Provide head removal access without external drive hardware.
D060,62,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/d9-8f-104.jpg,500,286,274a41385badce29b309616b246926e34accacaf6442b94c0da070627fa43369,22fd73bada34a8ed688d6b18be9408643aac615d41b3e84ad6743222fef6f800,21e855f857d85fd84da82ee45e761b34fa3476747ce970f1fd517c78dc38df30,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Opened bronze shell exposes complex workings that disappear when the casing closes.,Treat visible mechanisms as cutaway-only assembly content.
D061,63,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/Catherine_tate_series2_1.jpg,400,450,a0d02f4525c7fd52bf8bf83fa57090f7c08714dc7af0f863f88eadc4d66c44cc,e23c5a4bdefde68250a70362036c36435979f2219060d8f1b4548fae4d30f02d,4dc94d89de09ef053e01de01f6207e407e105c025c02dd42fd09f91c989b90ff,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Bronze prop at floor level shows the fender protruding beyond the skirt and repeated gold bumps.,Keep the circular fender wider than the lowest skirt wall.
D062,64,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/parting-ways-1.png,800,548,20d6cac05de8c35355d1ee7f6cde1d8ba296206c9ea702a688110a2f92465fa2,6ff1ebe222dc12eb348beb7cb30e3069e9521a83503908e2f28b4c6a22b646c3,6f194f292749266e662606460642869386d586c58763b7239723870303038303,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Several bronze Daleks on set retain the same shoulder slat and ringed-neck pattern.,Keep the selected detail language consistent across the whole robot.
D063,66,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/MT1.jpg,894,878,ef7776d5b5c92aa1f5d077fe36e743e0827eb7a2d25d8f07dae5a7bbb9ff2216,8a9bce215bdf13e8425ac687f1ae1fa6a664d9b5b5fbf38ff341f2738cc0245f,34e43cc83cc82de039f1393159317971396179406d5451147e307a305b204704,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Close bronze front three-quarter view shows cowl grooves, nameplate recess and four-screw chest panel.",Add shallow head grooves and restrained panel detail.
D064,67,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/NSD2.jpg,626,632,9e49d5512dd62e4cc606568413dce9862147d6b834f184e1cceffb19d29d1102,27cb6b606bd233cc1d6ab6b69951a03c324d515090160a7b7bdec6229509dfb8,9e1c9dc9dcc1dcccd8cc58cc58c458c533c53b602304c5e4c59386ce10647c65,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Another bronze prop has the same ball sockets but different wear streaks and cowl marking.,Do not turn prop-specific wear or identifiers into structural requirements.
D065,68,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/NSD3.jpg,722,694,bed8e5b06f03a1064d78267d0f73213bcd3fbc396994961daa619bf954d27842,8cd62b56a13d5b533807adfd13144fc8baf95d700f941e8c35902ec75cb2b7a1,39193d91b985bfedbb2dbb2dbb2d3b2d99c59d456944e9348e36fb06f30ee38e,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Bronze close-up shows the black pupil, pale eye discs and raised square socket trim.",Make the eyestalk and socket trims distinct in the finished paint scheme.
D066,69,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/claw2.jpg,630,335,009bb432ef29d47c9ac2e1931f4fe4f4ef07a966bb81e756693b3d6fe64817f7,257a60001aa23e3dc7a30b548153c58ba169639e286cbdf668620c8c3eca6a62,6c446d842cc02cc33de64620c630d630f6509e409b209fe093c2a3d6c5d3c433,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,A separate alternate claw attaches at the end of a smooth cylindrical arm stem.,Retain a clean arm stem; extra end tooling is not needed for the requested plunger.
D067,70,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/d9-8n-069.jpg,700,431,d08c199ca0d5a247f3012771663e9a551dd6b8c2656ff1f0b36488fab87b9310,7d5450836e282715d024d629e1ff89d5bbfcfc5bfe6dfd502af64d0d727c86f8,2c06bc379416b43aa48894689b3a9b5a3868acc4ae48ee08ce0ace28ee20ec22,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Operator sits inside the bronze shoulder with the head removed and reaches the internal controls.,Use shoulder volume for hidden motion equipment and provide internal access.
D068,71,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/2.jpg,1024,576,2d83a036c5009bfc3f5ee07d7af302757d5be3007ada200c8d3b425fea423be6,e7f244f4665a5bd7fc4b5b017886a9538c3836fabb95d49b9c4ae94a2d9b7e72,e0c0e0a0f024f8e0f0c8e24092509610a64ee2c681c09990b092b4903292b085,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Detached bronze dome has a long manual handle inside, invisible from outside when assembled.",A hidden head drive is consistent with the visual design; its motor type is a project choice.
D069,72,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/d9-8n-070.jpg,466,700,a19b44cc99abd2a7dffc5c074be49750a0df0cb5e2aa39d942e5d2d96e6f0344,814a4fe16dea298de092cc43a68df1b3337f7621e4674c56da0d669085e7f940,98a389e3c9e308691d875caf589a7817f4933403ec5bec48ec4de82d6815b935,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Opened bronze front casing exposes internals above a conventional decorated skirt.,Assembly cutaways must close fully before the operation demonstration.
D070,76,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/NSD3-Design-a-monster-Blue-Peter-17-8-2005-5.png,978,554,285bd1c7fd317469298a12b13f6cbf00bfea661131d5593add307ddb2ed8304d,ef2e2cde9966819f455dd56c36d87d3356ce2fba937ec88f01007aa17f19ebee,c8c6985686b1cdb1651b65536e276c8d6ccf6d4f6d476e51ec916d1564250501,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Bronze prop on a studio set has short front slats and much longer side slats.,Match slat lengths to the available shoulder surface.
D071,77,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/IMG_6135b.jpg,912,1348,d2e0f18319fda584f21b898427aa9aeb285f2c55aa8e8a3050c22b867a17d5de,c8ebcdc41c499eaa668884e68f71fc12ce8aa597d5e312d737b7c10963ef32fe,a3521d5999d4137753d21bc4434ee3db82d342c302cc8bcb9be601c3c2f67e48,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Exhibition bronze prop shows four clear hemisphere rows, dark rims and a low black bumper.",Use regular bump spacing and a subdued bumper finish.
D072,78,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/Dec-2005b.jpg,736,1192,f478b97e53a55d6d583fbdde8161b31268f371eb81c7979372ba2801078be175,fa991de79d6455da813a267cc543258cc2cc9439567d2830a0625520a0386633,99c39133963716331611b4708b300f0c264427084f0e8b2e0b8f2b2f1f9b87c7,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,A different exhibition bronze prop has weathered gold trim and silver appendage tubes.,Use finish variation sparingly while keeping silver stems separate from bronze body.
D073,79,bronze-history,Specialist historical archive; photograph rights and original photographer vary,https://www.dalek6388.co.uk/the-new-series-series-one/,https://www.dalek6388.co.uk/wp-content/uploads/2015/04/Cardiff-2006.jpg,1536,2048,3ca716f73778659a47c6616878cee28b45ce0ea49c5470f49b0741de99da6dc5,8e3fe30409acaa48f20d8d80229cf5c0a68b824228196395aeef4d8da99d12d7,22001aa03883320d321dea0dd88f37016e017fa0ee203e303f282fb4878ce02e,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Damaged open display prop exposes skirt rings and internal hardware behind the removed casing.,Avoid copying damage holes into the closed operating model.
D074,80,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Daleks%20-%20446x666.jpg,446,666,43dc0b0f060aa973b1152034b966e3b155033437557088f866b006718382eea5,4aed0f817c5c7d73375ba1859fc8e46f9cff9d7976b62bdb0da1cec249ba828c,bc0499a49b628b71c2304c33c079e53c87bc86bec61e83df8bbf85ff02ee2677,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official low-angle bronze portrait shows a tall eye cowl above concentric neck rings.,Use the eye cowl as a principal head feature.
D075,81,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Daleks%20-%20446x666_0.jpg,446,666,53a0d058a7b07e607c31b6b162923ddfda691e3cebf049c4a2094081ce1ddfdb,a17251c44029f77b0b22e34a4d91843ad5c2f49feb94e1fe3f15d599530903fd,63d8c4cdcbcfe2c7f2cff2cf74836dc1e569d789df41df53de911e90de91f684,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official early Dalek image has a simple dome, small lamps and a largely plain shoulder.","Keep early-series details as comparison, not the main bronze finish target."
D076,82,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Dalek%20Invasion%20of%20Earth%20-%20446x666.jpg,446,666,fca2466c5383fce1da6ec7be5e626a16097bf46dadf4f86e342476f406b94ee0,d0ddff60cf3f69f9c141f2e2cebc48d3503002eaa67a01c4d092392358ce3834,0000230011e090f86379611c698b7981b308be007e837e83fe86ee805e816680,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official invasion-era image shows a narrow eye stalk, large round lens and broad neck-ring projection.",Preserve the separation between eye stalk and lens head.
D077,91,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Death%20-%20446x666.jpg,446,666,3781b08f6a61f1b15f27b63aeae4aaaaf45a6ffa0123331fb7c308d9f00f274a,89307663d073db0680ef8f944488bfc7aa02254f44f27c8f65a2bbd4fdd80630,7878f4179e14f81ce64ce2e882484e460e040e1d8e8b1ea735a525b3a4034ee6,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official silver-and-black Dalek image shows vertical slats and regular dark skirt hemispheres.,Keep the repeated pattern legible even under strong lighting.
D078,98,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Dalek%20-%20446x666.jpg,446,666,e9c50eed6a51fd24aa5916eef860cb0720d4c6e9f9a4dc41ae13b6de68803e0c,9ae131adb5d44f28381bde1a9945eaea66cf80b4d7476a8b55356feecd29a057,e00ee066f860f809f805d81dd095d497b806fc6adc69786978617881f003f001,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official bronze close-up shows two-bolt slats, dark grille bands and symmetric socket surrounds.",Use recessed panel faces and round fastener cues in the shoulder.
D079,99,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Bad%20Wold%20-%20446x666.jpg,446,666,4b0457186504dc17a1af4b5de5a37b5da441fb49ebdab49c95fef212163bc4d7,f173dffd3ec2e5917c359e9731207fcdf13b69f331fb74be2915ae6b8144d753,4cafe4e730c9716671637161e14160e9e48de06d814dd269d154c174d0a8c1aa,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official bronze three-quarter view shows a faceted skirt and raised black rings around each gold boss.,Treat circular skirt/base shape as a custom adaptation of this pattern.
D080,101,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Doomsday%20-%20446x666.jpg,446,666,a53a801cc90853ca5df8e435321c4e12f621be42d690329e4633db5d8ab12bc3,5e00704fcc8db2dee5726ae5b1dbc2115e1228a9e954810c82159e4640f60ed7,de00ed10fca09e0c9d4c9d8e9dce3986db14f310693c5b345f061f066c487c42,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official near-front bronze image shows separate round pivot balls within ornate square plates.,Cover the full arm-motion opening with socket geometry.
D081,108,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Victory%20-%20446x666.jpg,446,666,e93a8951339fe315e8e92af9cab4828bf8a88ee9643ca1c18686a4353a399c21,273275362317c6d97106aa04f54eaa14b985793b5fb5ddad033dae4e8b065347,6d6a68ba38bb603be05d485cc09e61bb641b0d19482e706f298f392f390b392f,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official green military variant retains the same cowl, neck rings, sockets and bump layout.",Color changes do not substitute for the characteristic geometry.
D082,114,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Into%20the%20Dalek%20V2%20-%20446x666_1.jpg,446,666,65086f7147b7dadb7d1bbe484ff59e8deac012863c62361113f159163f14d416,fc73e7cfb450eb1f241ca36d5e5867fcf47f8404709dc9bb6bd480c9479501fe,5cb0fe78f8d8f8c8b3c6a7c6a793c993c9e3c7a783878d9383333493258b0c3b,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official damaged bronze Dalek has exposed wires and missing trim that mark it as damaged.,Keep wires and actuator bodies hidden on the normal finished robot.
D083,119,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Resolution%20-%20446x666.jpg,446,666,fba82f4002eeb1a37a601575e5ea3de9f969cc47d06b632e754ae85de73a8f7c,bb3f4cc5c316865b0a3593a148b9187d1ef2fb79e11b3f278801b79393b37b3c,c29072604281c6c11ec116e114c03b804f241f383db16f20dbb1bb914b9839cc,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official reconnaissance variant has rough plates, a narrower body and much larger exposed details.",Do not mix its rough exposed mechanism style into the classic bronze build.
D084,120,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/Revolution%20of%20the%20Daleks%20-%20446x666_0.jpg,446,666,4ac290b9a9ea1a1c371b7296936ab250dc79c87a585eeade9293882ca8acbdeb,09d866b960d8c9d5842b5553a06dc2b1d835bbec9ddeb7e18ef03506041b8878,d86c9076c07e007e008e8c96859e041f1603258b0b350225216f31cf18e7073f,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official defence-drone variant uses dark angular shoulders and luminous cyan bands.,Exclude cyan light bands and angular replacement styling from this bronze revision.
D085,123,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2022-03/EVE%20-%20446x666.jpg,446,666,334d9e59979846635543c1807c6a52c322eeb7d640fcf609a9d11f3fbbcd53ed,af521e2adcec1c611ebab9733e1b4e11cafec34345a8ef663265b3942b293a3c,f300ecc8e178c4dcc86c844e8b2e82b642b789231137113309670ccd0dcf494d,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official execution Dalek retains bronze cowl and slats but has a multi-barrel gun.,Retain the requested classic cage emitter rather than adding unrelated weapon variants.
